document_id,set,kind,story_url,story_file_size,wiki_url,wiki_title,story_word_count,story_start,story_end
04954299c7b6bdc7b31b951bc0daa277353576a9,test,gutenberg,http://www.gutenberg.org/ebooks/35542.txt.utf-8,72475,http://en.wikipedia.org/wiki/Mrs._Frisby_and_the_Rats_of_NIMH,Mrs. Frisby and the Rats of NIMH,13074,Produced by Erica,new eBooks .
04c16e307a71d8af0af39d10542144f7c059f17c,train,gutenberg,http://www.gutenberg.org/files/50922/50922-0.txt,349921,http://en.wikipedia.org/wiki/Perpetual_Peace:_A_Philosophical_Sketch,Perpetual Peace: A Philosophical Sketch,66617,Produced by Turgut,new eBooks .
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,gutenberg,http://www.gutenberg.org/ebooks/21558.txt.utf-8,644705,http://en.wikipedia.org/wiki/The_Children_of_the_New_Forest,The Children of the New Forest,136274,Produced by Nick,new eBooks .
05000d20b404b4f3c6c34127dc3836fecad8f134,train,gutenberg,http://www.gutenberg.org/files/47604/47604-0.txt,161830,http://en.wikipedia.org/wiki/The_Belle's_Stratagem,The Belle's Stratagem,34009,E-text prepared by,new eBooks .
0507acab5483574fd74d15921e6a7de500413ca8,test,gutenberg,http://www.gutenberg.org/ebooks/18558.txt.utf-8,112118,http://en.wikipedia.org/wiki/The_Second_Shepherds'_Play,The Second Shepherds' Play,23504,Produced by Al,FULL LICENSE ***
0540453463a383489fdcdbb41ae4264e5ca866a2,train,gutenberg,http://www.gutenberg.org/ebooks/50736.txt.utf-8,418208,http://en.wikipedia.org/wiki/Address:_Centauri,Address: Centauri,84792,Produced by Greg,new eBooks .
05c77e71c5f919af1ae72442febd204b03563f93,train,gutenberg,http://www.gutenberg.org/ebooks/383.txt.utf-8,153030,http://en.wikipedia.org/wiki/She_Stoops_to_Conquer,She Stoops to Conquer,32845,Produced by G.,new eBooks .
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,gutenberg,http://www.gutenberg.org/ebooks/6422.txt.utf-8,623417,http://en.wikipedia.org/wiki/Captain_Singleton,Captain Singleton,133823,Produced by Tom,new eBooks .
05f1a40c41101a714a3ace0359d4a550d908742e,train,gutenberg,http://www.gutenberg.org/ebooks/154.txt.utf-8,733216,http://en.wikipedia.org/wiki/The_Rise_of_Silas_Lapham,The Rise of Silas Lapham,156776,Produced by John,new eBooks .
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,gutenberg,http://www.gutenberg.org/ebooks/17460.txt.utf-8,1500137,http://en.wikipedia.org/wiki/Lorna_Doone,Lorna Doone,325577,Produced by David,new eBooks .
06b1c16f9343dfe145570e28e0fe81ddc66cf1ea,test,gutenberg,http://www.gutenberg.org/ebooks/31422.txt.utf-8,284582,http://en.wikipedia.org/wiki/The_Kempton-Wace_Letters,The Kempton-Wace Letters,57549,Produced by Curtis,new eBooks .
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,gutenberg,http://www.gutenberg.org/ebooks/45133.txt.utf-8,588937,http://en.wikipedia.org/wiki/The_Helpers,The Helpers,122286,Produced by Suzanne,new eBooks .
0751de79bc881dbad592bd427a0c2fe65ed3618f,train,gutenberg,http://www.gutenberg.org/ebooks/3807.txt.utf-8,663855,http://en.wikipedia.org/wiki/The_Different_Forms_of_Flowers_on_Plants_of_the_Same_Species,The Different Forms of Flowers on Plants of the Same Species,119731,This Etext prepared,Charles Darwin .
084e3e9625f032d6fc7454e94841a6045a0454e8,train,gutenberg,http://www.gutenberg.org/ebooks/42529.txt.utf-8,1058409,http://en.wikipedia.org/wiki/Dariel,Dariel,226579,Produced by sp1nd,new eBooks .
08c3429e9717bc663bc5f41cd3a2c701c222ed2f,test,gutenberg,http://www.gutenberg.org/ebooks/45264.txt.utf-8,26162,http://en.wikipedia.org/wiki/The_Tale_of_Two_Bad_Mice,The Tale of Two Bad Mice,4516,Produced by David,new eBooks .
08c82f15d7abcf717059f263e25c56adccefb12a,train,gutenberg,http://www.gutenberg.org/ebooks/14407.txt.utf-8,27169,http://en.wikipedia.org/wiki/The_Tale_of_Benjamin_Bunny,The Tale of Benjamin Bunny,4724,Produced by Robert,new eBooks .
09333c7d604bd412e6aef5d3e56b046ed301c5e5,test,gutenberg,http://www.gutenberg.org/ebooks/2347.txt.utf-8,52387,http://en.wikipedia.org/wiki/The_Adventure_of_the_Dying_Detective,The Adventure of the Dying Detective,10162,Produced by David,new eBooks .
09355a61a4d84807f9533f31d3263809cc486b6b,train,gutenberg,http://www.gutenberg.org/ebooks/23053.txt.utf-8,20112,http://en.wikipedia.org/wiki/Night_of_the_Living_Dead,Night of the Living Dead,3322,This is the,new eBooks .
09809dc4e1e63a28e32c8182d8493667a91b54a3,test,gutenberg,http://www.gutenberg.org/ebooks/17089.txt.utf-8,29068,http://en.wikipedia.org/wiki/The_Tale_of_Mrs._Tittlemouse,The Tale of Mrs. Tittlemouse,5111,Produced by Robert,new eBooks .
0ac0e7c55534399855675cf41872ae6c5a8a32dd,valid,gutenberg,http://www.gutenberg.org/ebooks/24020.txt.utf-8,1316871,http://en.wikipedia.org/wiki/Romola,Romola,262741,Produced by Nick,new eBooks .
0ae0524cd381087ff94afe5d3fcd807f1708e488,valid,gutenberg,http://www.gutenberg.org/ebooks/1230.txt.utf-8,67444,http://en.wikipedia.org/wiki/Pierre_Grassou,Pierre Grassou,12508,Produced by John,new eBooks .
0b5d946ecfbdeb6629ae3f8cd42f4c499892e4ce,train,gutenberg,http://www.gutenberg.org/ebooks/1680.txt.utf-8,144833,http://en.wikipedia.org/wiki/La_Maison_du_chat-qui-pelote,La Maison du chat-qui-pelote,27803,Produced by John,new eBooks .
0b738a9a5aa340036c40877bc86ac49e102cc5f8,train,gutenberg,http://www.gutenberg.org/ebooks/21873.txt.utf-8,339812,http://en.wikipedia.org/wiki/Planet_of_the_Damned,Planet of the Damned,68137,Produced by Greg,new eBooks .
0b9c36c9ed7054b8879daec163f52d1491264a55,train,gutenberg,http://www.gutenberg.org/ebooks/6753.txt.utf-8,321776,http://en.wikipedia.org/wiki/Psmith_in_the_City,Psmith in the City,66402,Produced by Suzanne,new eBooks .
0bb7c49bd644d0a4c0ea9fd6239e84c07013a811,train,gutenberg,http://www.gutenberg.org/ebooks/34280.txt.utf-8,335879,http://en.wikipedia.org/wiki/Lightnin'_(play),Lightnin' (play),69129,Produced by Barbara,new eBooks .
0bc9bac5aa5a407fd2cca4cdefcde62ae41a98ca,train,gutenberg,http://www.gutenberg.org/ebooks/27951.txt.utf-8,186452,http://en.wikipedia.org/wiki/Policeman_Bluejay,Policeman Bluejay,37238,E-text prepared by,new eBooks .
0bff02718921b6f106c87a5418f29553790954af,train,gutenberg,http://www.gutenberg.org/ebooks/33913.txt.utf-8,245253,http://en.wikipedia.org/wiki/The_Wonderful_Visit,The Wonderful Visit,49879,Produced by Malcolm,new eBooks .
0c6bb0eb4a8f40ba3bdd6b1e6e86163e759d04e9,test,gutenberg,http://www.gutenberg.org/ebooks/14954.txt.utf-8,131864,http://en.wikipedia.org/wiki/Le_Cid,Le Cid,27006,Produced by David,new eBooks .
0cd690f600881ef37a4e36ca79e378c733636c30,test,gutenberg,http://www.gutenberg.org/ebooks/1845.txt.utf-8,476542,http://en.wikipedia.org/wiki/Zuleika_Dobson,Zuleika Dobson,99083,Produced by Judy,new eBooks .
0d0bc01441afbec48663e3b38827e1529a287765,test,gutenberg,http://www.gutenberg.org/ebooks/5076.txt.utf-8,506816,http://en.wikipedia.org/wiki/The_Spoilers_(Beach_novel),The Spoilers (Beach novel),104972,Produced by Charles,new eBooks .
0d306f911ca339bc6ef6f484b29d30a809b08356,test,gutenberg,http://www.gutenberg.org/ebooks/10002.txt.utf-8,306892,http://en.wikipedia.org/wiki/The_House_on_the_Borderland,The House on the Borderland,65517,Produced by Suzanne,http : //www.gutenberg.net/GUTINDEX.ALL
0d6f958d03124c4176549fce64ed4e7849e351f9,train,gutenberg,http://www.gutenberg.org/ebooks/41646.txt.utf-8,1266566,http://en.wikipedia.org/wiki/Emmeline,Emmeline,249065,E-text prepared by,new eBooks .
0e386fb9ead81ac7dbda4798564ab2f7968234c8,train,gutenberg,http://www.gutenberg.org/ebooks/2276.txt.utf-8,483129,http://en.wikipedia.org/wiki/The_Private_Memoirs_and_Confessions_of_a_Justified_Sinner,The Private Memoirs and Confessions of a Justified Sinner,100440,Produced by Andreas,new eBooks .
0e453816e78ebb5abeaf4ea5dc283e1455fd57f9,train,gutenberg,http://www.gutenberg.org/ebooks/23997.txt.utf-8,257857,http://en.wikipedia.org/wiki/Eugene_Onegin,Eugene Onegin,50047,E-text prepared by,new eBooks .
0e9c46e2aaab8f794dd9e636ee6e88f301a2ef78,test,gutenberg,http://www.gutenberg.org/ebooks/553.txt.utf-8,224429,http://en.wikipedia.org/wiki/Out_of_Time's_Abyss,Out of Time's Abyss,43454,Produced by Judith,new eBooks .
0ebf71697ef16b7948f05a21dbf7abb34a818380,test,gutenberg,http://www.gutenberg.org/ebooks/351.txt.utf-8,1459081,http://en.wikipedia.org/wiki/Of_Human_Bondage,Of Human Bondage,301578,OF HUMAN BONDAGE,new eBooks .
0ef5efeecf9cddb676e5a2072bd4a04d085fe2fd,train,gutenberg,http://www.gutenberg.org/ebooks/10943.txt.utf-8,259621,http://en.wikipedia.org/wiki/Elusive_Isabel,Elusive Isabel,51769,Produced by Steven,http : //www.gutenberg.net/GUTINDEX.ALL
0f849890e27fd05b9a8683d111f489515db72ea4,train,gutenberg,http://www.gutenberg.org/ebooks/35173.txt.utf-8,133272,http://en.wikipedia.org/wiki/The_Bacchae,The Bacchae,24630,Produced by Barbara,new eBooks .
0fec426130719e5a0ede16a2944f437415917462,train,gutenberg,http://www.gutenberg.org/files/2355/2355-0.txt,382660,http://en.wikipedia.org/wiki/The_Formation_of_Vegetable_Mould_through_the_Action_of_Worms,The Formation of Vegetable Mould through the Action of Worms,72284,Transcribed from the,new eBooks .
105672e2bb1bcc9dd50e90822ca49a66876ac198,train,gutenberg,http://www.gutenberg.org/ebooks/1298.txt.utf-8,746397,http://en.wikipedia.org/wiki/The_Virginian_(novel),The Virginian (novel),157329,Produced by Bill,new eBooks .
11545d73892f9fedd42044f9fa098de4bf33ec18,train,gutenberg,http://www.gutenberg.org/ebooks/611.txt.utf-8,428434,http://en.wikipedia.org/wiki/Prester_John_(novel),Prester John (novel),90519,Produced by Jo,new eBooks .
11ac9bf7f55ee9d40df3c0ba117c6914dd6ed9e6,train,gutenberg,http://www.gutenberg.org/ebooks/2098.txt.utf-8,367107,http://en.wikipedia.org/wiki/A._J._Raffles,A. J. Raffles,76418,A Thief in,new eBooks .
11bea904fdb02ad88a14a724e901f819e952784f,train,gutenberg,http://www.gutenberg.org/ebooks/47342.txt.utf-8,313783,http://en.wikipedia.org/wiki/Gadsby_(novel),Gadsby (novel),66870,E-text prepared by,new eBooks .
11c498b404bec5dee6cbf41e54a8b682851fb934,valid,gutenberg,http://www.gutenberg.org/ebooks/42254.txt.utf-8,145468,http://en.wikipedia.org/wiki/Beyond_the_Black_River,Beyond the Black River,28743,Produced by Greg,new eBooks .
11fd944eb62dfdbf040dce9f4192dd6b6e69c352,train,gutenberg,http://www.gutenberg.org/ebooks/17792.txt.utf-8,179666,http://en.wikipedia.org/wiki/The_Jamesons,The Jamesons,36035,Produced by Jeff,new eBooks .
120f3a2285b2a742f63b95f7e1fee5e498d08cb0,train,gutenberg,http://www.gutenberg.org/ebooks/1268.txt.utf-8,1155183,http://en.wikipedia.org/wiki/The_Mysterious_Island,The Mysterious Island,227672,Produced by Anthony,new eBooks .
1225b1acc92c2554e91c09639f86c1d75f8e9161,train,gutenberg,http://www.gutenberg.org/ebooks/34970.txt.utf-8,933073,"http://en.wikipedia.org/wiki/Pierre;_or,_The_Ambiguities","Pierre; or, The Ambiguities",185244,Produced by Chuck,new eBooks .
1288838955082c83ba4801ea8c7a0b0c157a3e3a,test,gutenberg,http://www.gutenberg.org/ebooks/18807.txt.utf-8,66951,http://en.wikipedia.org/wiki/He_Walked_Around_the_Horses,He Walked Around the Horses,12847,Produced by Greg,FULL LICENSE ***
12d6955c88a3d48c00cde7853e47a4dcd5020b60,train,gutenberg,http://www.gutenberg.org/files/2696/2696-0.txt,823809,http://en.wikipedia.org/wiki/Elsie_Venner,Elsie Venner,166200,Produced by David,new eBooks .
12ec522e344ec19702bc8bc74d85b4e5adf2d229,valid,gutenberg,http://www.gutenberg.org/ebooks/16357.txt.utf-8,156395,http://en.wikipedia.org/wiki/Mary:_A_Fiction,Mary: A Fiction,30584,E-text prepared by,new eBooks .
1343fe0f3a4293a8d5a214cd30e857f9abe77ebb,train,gutenberg,http://www.gutenberg.org/ebooks/30852.txt.utf-8,269517,http://en.wikipedia.org/wiki/The_Tin_Woodman_of_Oz,The Tin Woodman of Oz,55125,Produced by Chris,new eBooks .
14cf73f1ec951d3a30810cb0b36d510124c71ec6,train,gutenberg,http://www.gutenberg.org/ebooks/44867.txt.utf-8,75561,http://en.wikipedia.org/wiki/The_Discovery_of_the_Future,The Discovery of the Future,13807,E-text prepared by,new eBooks .
14d3ae5cbf989a9176c4ceda975b193338a2de84,train,gutenberg,http://www.gutenberg.org/ebooks/1079.txt.utf-8,1070225,"http://en.wikipedia.org/wiki/The_Life_and_Opinions_of_Tristram_Shandy,_Gentleman","The Life and Opinions of Tristram Shandy, Gentleman",229386,Produced by Sue,new eBooks .
14fc0de61e9e8044764da1fb9f647d8ceb60e561,test,gutenberg,http://www.gutenberg.org/files/804/804-0.txt,244981,http://en.wikipedia.org/wiki/A_Sentimental_Journey_Through_France_and_Italy,A Sentimental Journey Through France and Italy,49225,FRANCE AND ITALY***,new eBooks .
15b1a5fe8ab222deba12f514f8a2311f901ab1d2,test,gutenberg,http://www.gutenberg.org/ebooks/20869.txt.utf-8,520233,http://en.wikipedia.org/wiki/The_Skylark_of_Space,The Skylark of Space,103557,E-text prepared by,new eBooks .
16380f54b88ffa64ca4cd82d3dc5481e78ad5118,test,gutenberg,http://www.gutenberg.org/ebooks/1138.txt.utf-8,665813,http://en.wikipedia.org/wiki/The_Research_Magnificent,The Research Magnificent,131116,Produced by Donald,new eBooks .
17423260aeaf5dede7a635b123708948eaa7ef4a,train,gutenberg,http://www.gutenberg.org/ebooks/17314.txt.utf-8,323822,http://en.wikipedia.org/wiki/Five_Children_and_It,Five Children and It,67928,Produced by Jason,new eBooks .
1773a177343713782c2437b460f5399aae80e18c,train,gutenberg,http://www.gutenberg.org/ebooks/4264.txt.utf-8,1199010,http://en.wikipedia.org/wiki/The_Golden_Bowl,The Golden Bowl,251557,Produced by Eve,new eBooks .
17f2e2685467b6eebf01d2a643e31f53ea215e91,test,gutenberg,http://www.gutenberg.org/ebooks/48818.txt.utf-8,359954,http://en.wikipedia.org/wiki/Marianela_(novel),Marianela (novel),74218,Produced by Josep,new eBooks .
188018ccc8e85acfd097bc4f502a7f9463af2ca1,train,gutenberg,http://www.gutenberg.org/ebooks/2847.txt.utf-8,31340,http://en.wikipedia.org/wiki/Josephus's_Discourse_to_the_Greeks_concerning_Hades,Josephus's Discourse to the Greeks concerning Hades,5626,Produced by David,new eBooks .
188e11abcd525cfdb83f68276a23e8de20534d3c,train,gutenberg,http://www.gutenberg.org/ebooks/6098.txt.utf-8,1227630,http://en.wikipedia.org/wiki/Amelia_(novel),Amelia (novel),253198,Produced by Juliet,new eBooks .
18a67c48f4afdee5d95afd681e6e1787471b5f30,test,gutenberg,http://www.gutenberg.org/ebooks/42243.txt.utf-8,439256,http://en.wikipedia.org/wiki/The_Hour_of_the_Dragon,The Hour of the Dragon,87801,Produced by Greg,new eBooks .
1905d5891ab7c5797b3b59ccf1c206059ed73888,train,gutenberg,http://www.gutenberg.org/ebooks/7522.txt.utf-8,710915,http://en.wikipedia.org/wiki/King_Coal,King Coal,149548,Produced by Eric,new eBooks .
1915f92c4152b867fa9bee83e61b901983f8a3ea,train,gutenberg,http://www.gutenberg.org/ebooks/4537.txt.utf-8,1080471,http://en.wikipedia.org/wiki/Sylvia's_Lovers,Sylvia's Lovers,231828,Produced by Charles,new eBooks .
193805049ab9d8f8f745cee9d77d8d2ea8cc9a2d,train,gutenberg,http://www.gutenberg.org/ebooks/432.txt.utf-8,948118,http://en.wikipedia.org/wiki/The_Ambassadors,The Ambassadors,197555,Produced by Richard,new eBooks .
197c316d6255c3f1542b55d366023a8ce2867e16,train,gutenberg,http://www.gutenberg.org/ebooks/1715.txt.utf-8,403070,http://en.wikipedia.org/wiki/Eug%C3%A9nie_Grandet,Eugénie Grandet,80595,Produced by John,new eBooks .
19f65d45dd5159fb960036276b7cdb306dd2b029,train,gutenberg,http://www.gutenberg.org/ebooks/5090.txt.utf-8,394220,http://en.wikipedia.org/wiki/I_Will_Repay_(novel),I Will Repay (novel),77356,Produced by Walter,new eBooks .
1a26b476901a0785835b0ebeecaae3a212b026ef,train,gutenberg,http://www.gutenberg.org/ebooks/23000.txt.utf-8,1719131,http://en.wikipedia.org/wiki/Orley_Farm_(novel),Orley Farm (novel),361090,E-text prepared by,new eBooks .
1a8098e49cbf3df223c434c5d134bf9453a5a82e,train,gutenberg,http://www.gutenberg.org/ebooks/24880.txt.utf-8,426186,"http://en.wikipedia.org/wiki/Futility,_or_the_Wreck_of_the_Titan","Futility, or the Wreck of the Titan",87911,Produced by Juliet,new eBooks .
1ae5346d34d86c974f8893001ca8bd6bb99d750c,train,gutenberg,http://www.gutenberg.org/ebooks/9830.txt.utf-8,757551,http://en.wikipedia.org/wiki/The_Beautiful_and_Damned,The Beautiful and Damned,149723,Produced by Stan,new eBooks .
1b458192e39bd7fdf10e69d6b975844a211e72a9,train,gutenberg,http://www.gutenberg.org/ebooks/1161.txt.utf-8,421896,http://en.wikipedia.org/wiki/Jerry_of_the_Islands,Jerry of the Islands,83598,Transcribed from the,new eBooks .
1b548ec72908f9447446bdb24e8c179df19a8999,test,gutenberg,http://www.gutenberg.org/ebooks/7490.txt.utf-8,225587,http://en.wikipedia.org/wiki/The_Knight's_Tale,The Knight's Tale,42633,Produced by Ted,new eBooks .
1b82b15048e60b850bcaa1a8c719cf4008d0fbb8,test,gutenberg,http://www.gutenberg.org/ebooks/37012.txt.utf-8,142339,http://en.wikipedia.org/wiki/The_Recruiting_Officer,The Recruiting Officer,29897,Produced by Delphine,new eBooks .
1bf46ea21ef903f8d75bd213ea9cc39ae8f4be18,train,gutenberg,http://www.gutenberg.org/ebooks/45038.txt.utf-8,1034292,http://en.wikipedia.org/wiki/Perlycross,Perlycross,221024,Produced by sp1nd,new eBooks .
1c64744acb7e41887938c2e9b0cf6b2f85e92921,train,gutenberg,http://www.gutenberg.org/ebooks/1164.txt.utf-8,535178,http://en.wikipedia.org/wiki/The_Iron_Heel,The Iron Heel,104591,Produced by Donald,new eBooks .
1cb9eac7e7352cd7cac800000c09c244ae2ce13f,train,gutenberg,http://www.gutenberg.org/ebooks/49525.txt.utf-8,608389,http://en.wikipedia.org/wiki/First_Lensman,First Lensman,121796,Produced by Greg,new eBooks .
1dcd41b8faacf141817133954ff78291593520b5,train,gutenberg,http://www.gutenberg.org/ebooks/1586.txt.utf-8,1325263,http://en.wikipedia.org/wiki/Man_and_Wife_(novel),Man and Wife (novel),272980,Produced by James,new eBooks .
1dfe627a09345ed564805313858dc89daf4a2283,valid,gutenberg,http://www.gutenberg.org/ebooks/4532.txt.utf-8,250833,http://en.wikipedia.org/wiki/Tom_Swift_and_His_Photo_Telephone,Tom Swift and His Photo Telephone,54309,Produced by Robert,new eBooks .
1e04f3b20834b9f38a91ef92cbceb5c666896615,train,gutenberg,http://www.gutenberg.org/ebooks/49754.txt.utf-8,47196,"http://en.wikipedia.org/wiki/Houston,_Houston,_Do_You_Read%3F","Houston, Houston, Do You Read?",8864,Produced by Greg,new eBooks .
1e44e31fb8bb26dc8aae3ca3cd7131acb59a447f,train,gutenberg,http://www.gutenberg.org/ebooks/1366.txt.utf-8,1577820,http://en.wikipedia.org/wiki/The_Cloister_and_the_Hearth,The Cloister and the Hearth,336739,Produced by Neil,new eBooks .
1f3c4d904224764b1305205dfa99eae47c63240b,train,gutenberg,http://www.gutenberg.org/ebooks/2166.txt.utf-8,473545,http://en.wikipedia.org/wiki/King_Solomon's_Mines,King Solomon's Mines,98879,Produced by John,new eBooks .
1f72c35054e8f6072d17032074496f0a60ff493a,train,gutenberg,http://www.gutenberg.org/ebooks/126.txt.utf-8,187678,http://en.wikipedia.org/wiki/The_Poison_Belt,The Poison Belt,36944,THE POISON BELT,new eBooks .
1fa32a0798f79e13ca92ae84eda9ab3eb12c70a4,test,gutenberg,http://www.gutenberg.org/ebooks/215.txt.utf-8,198548,http://en.wikipedia.org/wiki/The_Call_of_the_Wild,The Call of the Wild,39837,Produced by Ryan,new eBooks .
206ee38a1991579ed174f236490a9064e573a878,test,gutenberg,http://www.gutenberg.org/ebooks/5118.txt.utf-8,1161296,http://en.wikipedia.org/wiki/The_American_Senator,The American Senator,241947,E-text prepared by,new eBooks .
2101dfafc654880e081ab5d54326a0fc9d4809f2,train,gutenberg,http://www.gutenberg.org/ebooks/1640.txt.utf-8,531701,http://en.wikipedia.org/wiki/Lilith_(novel),Lilith (novel),113675,Produced by John,new eBooks .
214651e1fc210afdc48cb7272a4d06b79d172708,valid,gutenberg,http://www.gutenberg.org/ebooks/51782.txt.utf-8,72309,http://en.wikipedia.org/wiki/Doctors_(novel),Doctors (novel),13372,Produced by Greg,new eBooks .
216a7a5535571aae2842944a3529fae1f664cb0f,train,gutenberg,http://www.gutenberg.org/ebooks/3785.txt.utf-8,525688,http://en.wikipedia.org/wiki/In_the_Reign_of_Terror:_The_Adventures_of_a_Westminster_Boy,In the Reign of Terror: The Adventures of a Westminster Boy,108968,Produced by Ted,new eBooks .
21b5f862d86b23b2ed446dcbfbfb572ba70471d0,test,gutenberg,http://www.gutenberg.org/ebooks/1804.txt.utf-8,377122,http://en.wikipedia.org/wiki/War_and_the_Future,War and the Future,71443,Produced by Morgan,new eBooks .
21f3fcbf22d864a5d6a0c3830df19459d402706c,train,gutenberg,http://www.gutenberg.org/ebooks/1930.txt.utf-8,498850,http://en.wikipedia.org/wiki/Penguin_Island_(novel),Penguin Island (novel),95797,Produced by Aaron,new eBooks .
2209f93b0dc6420ccff949132228eebef584f72b,train,gutenberg,http://www.gutenberg.org/ebooks/1081.txt.utf-8,844658,http://en.wikipedia.org/wiki/Dead_Souls,Dead Souls,167989,Produced by John,new eBooks .
229bcf6a72dbf68b2b074ab4266fa677da43f68d,train,gutenberg,http://www.gutenberg.org/ebooks/7942.txt.utf-8,145386,http://en.wikipedia.org/wiki/Little_Eyolf,Little Eyolf,32841,Produced by Nicole,new eBooks .
22d1af3e29dc599ec0634fe860359027adea6944,test,gutenberg,http://www.gutenberg.org/ebooks/3044.txt.utf-8,834589,http://en.wikipedia.org/wiki/Desperate_Remedies,Desperate Remedies,170663,Produced by Les,new eBooks .
22d80f4823a64ed818417fcf2d172222f0f18bbf,train,gutenberg,http://www.gutenberg.org/ebooks/30142.txt.utf-8,687685,http://en.wikipedia.org/wiki/Little_Brother_(Doctorow_novel),Little Brother (Doctorow novel),144106,Copyright ( C,FULL LICENSE ***
23d714a29b2f616294786c502de251845f10e4ef,train,gutenberg,http://www.gutenberg.org/ebooks/2667.txt.utf-8,379070,http://en.wikipedia.org/wiki/The_Vicar_of_Wakefield,The Vicar of Wakefield,78028,Produced by Charles,new eBooks .
23fa36d9def95414a50968d216460d52f3dd3653,train,gutenberg,http://www.gutenberg.org/ebooks/2062.txt.utf-8,194630,http://en.wikipedia.org/wiki/All_for_Love_(play),All for Love (play),40028,Produced by Gary,new eBooks .
240ce3ba97e6969e93aa7e23bd384be181c49387,train,gutenberg,http://www.gutenberg.org/ebooks/21051.txt.utf-8,528180,http://en.wikipedia.org/wiki/Skylark_Three,Skylark Three,103979,Produced by Greg,new eBooks .
24c8ed4f493ab62acff4da9bad5c6a1c07e4770d,test,gutenberg,http://www.gutenberg.org/files/46156/46156-0.txt,1171758,http://en.wikipedia.org/wiki/The_Maid_of_Sker,The Maid of Sker,249213,Produced by Matthias,new eBooks .
